Data;Mensagem;Intenção;Confianca;Entidades;Resposta
2018-6-27 09:46:09;Boa tarde, eu realizei a compra de 1000 reais do Votorantim FIC de FI Cambial Dólar. Eu gostaria de saber como posso ver as flutuações desse fundo ao longo do tempo.;status;0.34014078974723816;status : aplicacao, informacao_ir : ir_fundos_investimentos, fundo_td : fundos, incluir-alterar : doar, aluguel_acoes : doar, servicos : pacote, fundo_td : fundos, prazo : prazo, ;["Desculpe, não entendi sua pergunta. Já sou treinado para te auxiliar com dúvidas operacionais sobre: dados cadastrais, transferência de recursos, tesouro direto e custos operacionais. Para falar com um de nossos especialistas você pode nos enviar um formulário em <a href=\"https://www.xpi.com.br/atendimento \">www.xpi.com.br/atendimento</a> (opção \"Enviar e-mail\"), ou então entrar em contato telefônico conosco, das 9h às 18h, através dos números 4003-3710 (Capitais e regiões metropolitanas) ou 0800-880-3710 (Demais localidades)."]
2018-6-27 09:46:45;qual o horário de uncionamento;nao_entendo;0.6848365068435669;;["A transferência é feita via TED, com as seguintes informações:<br><br>\n \nBanco 102 – XP INVESTIMENTOS CCTVM S/A (ISPB 02.332.886)<Br>\nAgência: 0001<br>\nConta Corrente: seu código do cliente XP, login, utilizando o último número como dígito da conta.<br>\nExemplo: código de cliente XP: 123456. Conta Corrente: 12345-6.<br>\nBom lembrar que a transferência só é aceita se for feita entre contas pertencentes ao mesmo CPF/CNPJ.<Br> O que mais você deseja saber sobre depósitos?"]
2018-6-27 09:47:10;qual horário de funcionamento?;nao_entendo;0.7200644016265869;;["A transferência é feita via TED, com as seguintes informações:<br><br>\n \nBanco 102 – XP INVESTIMENTOS CCTVM S/A (ISPB 02.332.886)<Br>\nAgência: 0001<br>\nConta Corrente: seu código do cliente XP, login, utilizando o último número como dígito da conta.<br>\nExemplo: código de cliente XP: 123456. Conta Corrente: 12345-6.<br>\nBom lembrar que a transferência só é aceita se for feita entre contas pertencentes ao mesmo CPF/CNPJ.<Br> O que mais você deseja saber sobre depósitos?"]
2018-6-27 09:57:16;bom dia, nao consigo comprar titulos do tesouro direto, pois aparece a mensagem:;habilitar;0.7283679246902466;positivo_negativo : nao, status : aplicacao, como_adquirir : tesouro_direto, termos : tesouro_direto, fundo_td : tesouro_direto, ;["Para habilitar a sua conta XP a operar no <a href=\"https://tesourodireto.bmfbovespa.com.br/portalinvestidor/\" target=\"_blank\">Tesouro Direto</a> basta seguir os passos abaixo:<br><br>- Em sua área logada do site da XP, acesse o menu \"ferramentas & serviços\";<br><br>- Em seguida, clique na opção \"assinatura de ferramentas & serviços\";<br><br>- Por fim, em tesouro direto, clique no botão amarelo \"habilitar\".<br><br>Em até 48 horas você receberá em seu e-mail cadastrado uma confirmação do tesouro de que a XP Investimentos foi registrada como o seu agente de custódia e sua senha de acesso."]
2018-6-27 10:02:53;Gostaria de informações sobre a política de taxas de manutenção;saber_valor;0.8757786750793457;termos : taxa_corretagem, nota_corretagem : taxa_corretagem, ;["Qual taxa você gostaria de saber?"]
2018-6-27 10:03:19;Até o ano passado eu pagava taxa de manutenção da conta, agora não pago mais, é uma mudança de política?;multiplas_contas;0.08181962370872498;termos : taxa_corretagem, nota_corretagem : taxa_corretagem, conta : cadastro, conta : conta_bancaria, dados_cadastro : conta_bancaria, positivo_negativo : nao, dados_cadastro : email, incluir-alterar : alterar, ;["Desculpe, não consegui entender qual o custo você gostaria de saber ou não faz parte do meu escopo. Poderia repetir?"]
2018-6-27 10:06:42;tesouro direto ativar;habilitar;0.995487630367279;como_adquirir : tesouro_direto, termos : tesouro_direto, fundo_td : tesouro_direto, ;["Para habilitar a sua conta XP a operar no <a href=\"https://tesourodireto.bmfbovespa.com.br/portalinvestidor/\" target=\"_blank\">Tesouro Direto</a> basta seguir os passos abaixo:<br><br>- Em sua área logada do site da XP, acesse o menu \"ferramentas & serviços\";<br><br>- Em seguida, clique na opção \"assinatura de ferramentas & serviços\";<br><br>- Por fim, em tesouro direto, clique no botão amarelo \"habilitar\".<br><br>Em até 48 horas você receberá em seu e-mail cadastrado uma confirmação do tesouro de que a XP Investimentos foi registrada como o seu agente de custódia e sua senha de acesso."]
2018-6-27 10:09:14;nao existe essa opcao;calcular_ipca;0.08658099174499512;positivo_negativo : nao, termos : opção, ;["Desculpe, acho que ainda não consigo te ajudar neste questionamento. Para falar com um de nossos especialistas você pode nos enviar um formulário em <a href=\"https://www.xpi.com.br/atendimento\" target=\"_blank\">www.xpi.com.br/atendimento</a> (opção \"Enviar e-mail\"), ou então entrar em contato telefônico conosco, das 9h às 18h, através dos números 4003-3710 (Capitais e regiões metropolitanas) ou 0800-880-3710 (Demais localidades)."]
2018-6-27 10:15:33;bom dia,;saudacao;1;;["Olá! Como posso ajudá-lo?"]
2018-6-27 10:16:30;quero investir em fundo imobiliário. Tem algum disponível?;como_adquirir;0.9960517287254333;xp_mobile : como_investir, coe : como_investir, operacoes_conta : investir, fundo_td : fundos, como_adquirir : fundo_imobiliário, termos : fundos_imobiliarios, ;["Fundos Imobiliários (FIIs) são fundos de investimentos que podem investir em ativos imobiliários ou em títulos que tenham lastro imobiliário.  Listados na Bovespa, devem ser negociados por uma plataforma de integração com a bolsa. A mais utilizada é o Home Broker, que pode ser acessada no canto superior de sua página. Você também pode utilizar uma de nossas diversas plataformas com vários recursos clicando em Minha Conta > Ferramentas e Serviços > Assinatura de Ferramentas e Serviços.\nPara conhecer os fundos listados e suas características, <a href=\"http://www.bmfbovespa.com.br/pt_br/produtos/listados-a-vista-e-derivativos/renda-variavel/fundos-de-investimentos/fii/fiis-listados/\" target=\"_blank\">clique aqui</a>.<br><br>Para negociar este tipo de produto é necessário ter, no mínimo, Pefil de Investidor classificado como \"Moderado\". Para mais informações, acesse sua conta e clique no seu nome no canto direito da página, selecionando a opção Perfil do Investidor."]
2018-6-27 10:17:24;eles estão catalogados como fundos multimercados?;status;0.2828037440776825;servicos : pacote, termos : fundo_investimento, fundo_td : fundos, ;["Desculpe, acho que ainda não consigo te ajudar neste questionamento. Para falar com um de nossos especialistas você pode nos enviar um formulário em <a href=\"https://www.xpi.com.br/atendimento\" target=\"_blank\">www.xpi.com.br/atendimento</a> (opção \"Enviar e-mail\"), ou então entrar em contato telefônico conosco, das 9h às 18h, através dos números 4003-3710 (Capitais e regiões metropolitanas) ou 0800-880-3710 (Demais localidades)."]
2018-6-27 10:17:37;ok;agradecer;1;positivo_negativo : sim, ;["Obrigado por acessar nosso Assistente Virtual! Se precisar, é só chamar!"]
2018-6-27 10:19:51;Bom dia. Havia comprado ações PARD3 e vendi uma parte. Restaram 100 que saíram do painel. O que faço?;nao_entendo;0.6632879972457886;servicos : ações, termos : ação, como_adquirir : ações, ;["Desculpe, acho que ainda não consigo te ajudar neste questionamento. Para falar com um de nossos especialistas você pode nos enviar um formulário em <a href=\"https://www.xpi.com.br/atendimento\" target=\"_blank\">www.xpi.com.br/atendimento</a> (opção \"Enviar e-mail\"), ou então entrar em contato telefônico conosco, das 9h às 18h, através dos números 4003-3710 (Capitais e regiões metropolitanas) ou 0800-880-3710 (Demais localidades)."]
2018-6-27 10:26:51;Bom dia , gostaria de saber se posso sacar meu investimento em COE ;coe;0.6997906565666199;operacoes_conta : resgate, como_adquirir : coe, termos : coe, ;["O COE é um Produto Estruturado que combina elemento de renda fixa e renda variável, com remuneração atrelada ao desempenho de determinados ativos ou índices, como câmbio, inflação e ações. De modo geral, são criados cenários para a valorização destes ativos, e para cada um deles, o investidor recebe uma rentabilidade diferente. Todo COE é emitido por um banco e registrado na Cetip. O que mais você deseja saber sobre COE?"]
2018-6-27 10:27:21;posso sacar ;depositar;0.35587063431739807;operacoes_conta : resgate, ;["Ainda não entendi o que você quer saber sobre COE. Pode repetir?"]
2018-6-27 10:27:39;a liquides do coe ;coe;0.8785524368286133;como_adquirir : coe, termos : coe, ;["O COE é um Produto Estruturado que combina elemento de renda fixa e renda variável, com remuneração atrelada ao desempenho de determinados ativos ou índices, como câmbio, inflação e ações. De modo geral, são criados cenários para a valorização destes ativos, e para cada um deles, o investidor recebe uma rentabilidade diferente. Todo COE é emitido por um banco e registrado na Cetip. O que mais você deseja saber sobre COE?"]
2018-6-27 10:28:11;liquidez do Coe?;coe;0.8874739408493042;como_adquirir : coe, termos : coe, ;["Ainda não entendi o que você quer saber sobre COE. Pode repetir?"]
